위도,경도
37.216566,126.697922
37.215053,126.695331
37.215035,126.695959
37.215018,126.696592
37.215257,126.699185
37.215999,126.699218
37.216248,126.699231
37.216468,126.699085
37.216814,126.698068
37.217322,126.698056
37.218707,126.699232
37.219595,126.699947
37.218169,126.698549
37.218947,126.699351
37.219349,126.699752
37.215569,126.697879
37.216318,126.695937
37.219516,126.696078
37.216581,126.698815
37.216597,126.698181
37.219593,126.698054
37.217956,126.697651
37.217577,126.697932
37.215248,126.695992
37.216535,126.695947
37.219643,126.699781
37.218021,126.695382
37.218506,126.696033
37.218755,126.696146
37.218584,126.698011
37.217973,126.697069
37.217901,126.696243
37.217301,126.696083
37.215481,126.695901
37.216988,126.695965
37.217901,126.696747
37.219116,126.698031
37.217943,126.698221
37.219098,126.699641
37.217946,126.695121
37.215099,126.697546
37.215106,126.699071
37.215496,126.699196
37.216588,126.698501
37.217927,126.698428
37.215807,126.697991
37.216311,126.698046
37.218565,126.698951
37.219851,126.699789
37.219844,126.698167
37.219337,126.698145
37.218329,126.698101
37.216062,126.697901
37.215729,126.696013
37.216739,126.696057
37.215985,126.695923
37.217917,126.695665
37.215761,126.699208
37.217751,126.698075
37.218316,126.698824
37.218129,126.696001
37.219261,126.696168
37.218081,126.697954
37.218003,126.696454
37.217871,126.697806
37.217747,126.696118
37.218021,126.695831
37.219011,126.696055
37.218251,126.696141
37.219764,126.696191
37.217882,126.697379
37.217071,126.697944
37.215302,126.698002
37.217489,126.695989
37.214935,126.698748
37.214944,126.698409
37.214738,126.698802
37.214486,126.698791
37.214229,126.698781
37.214953,126.698091
37.214978,126.698933
37.215001,126.697228
37.214977,126.697856
37.220266,126.724635
37.220316,126.724303
37.220395,126.723991
37.220415,126.723657
37.216284,126.724265
37.216195,126.724651
37.216326,126.723931
37.175209,126.633678
37.195041,126.660628
37.195553,126.664492
37.195772,126.664493
37.190889,126.654972
37.190931,126.654581
37.191047,126.653803
37.191113,126.653422
37.191181,126.653035
37.191245,126.652651
37.191313,126.652267
37.191383,126.651875
37.191446,126.651496
37.191514,126.651112
37.191581,126.650728
37.190984,126.654194
37.190939,126.654489
37.190759,126.659347
37.192491,126.659275
37.192724,126.658611
37.190806,126.659034
37.193051,126.658785
37.192185,126.659432
37.192607,126.659489
37.192353,126.659382
37.192853,126.658936
37.190652,126.659184
37.192252,126.659544
37.192683,126.659607
37.190068,126.658105
37.192523,126.659662
37.192372,126.659762
37.190913,126.659189
37.192598,126.659067
37.192712,126.658822
37.190022,126.656908
37.190196,126.655781
37.190268,126.655798
37.190159,126.658283
37.190298,126.658564
37.190477,126.658866
37.190607,126.658734
37.190441,126.658448
37.190307,126.658183
37.190208,126.657927
37.190421,126.657425
37.190432,126.657682
37.190583,126.657936
37.190735,126.658197
37.190882,126.658448
37.190791,126.657311
37.190624,126.657238
37.190625,126.656809
37.190421,126.656782
37.190093,126.656696
37.190295,126.656585
37.190772,126.657048
37.191034,126.658707
37.191241,126.658711
37.191821,126.658835
37.191631,126.658742
37.191596,126.658451
37.191445,126.658523
37.191441,126.658188
37.191246,126.658087
37.191219,126.657811
37.191018,126.657701
37.190993,126.657428
37.191758,126.657856
37.191991,126.658119
37.192546,126.658493
37.193328,126.658959
37.193588,126.659145
37.193855,126.659378
37.194071,126.659588
37.194314,126.659838
37.190498,126.655861
37.190119,126.657598
37.190066,126.657265
37.192236,126.658304
37.190613,126.659391
37.190574,126.659579
37.190724,126.659834
37.192953,126.659788
37.192767,126.659821
37.190946,126.659665
37.191111,126.659949
37.191261,126.659851
37.191086,126.659551
37.191124,126.659029
37.191271,126.659279
37.191419,126.659529
37.191562,126.659777
37.192072,126.659186
37.191862,126.659128
37.191909,126.659949
37.192181,126.659956
37.192081,126.659786
37.192747,126.659164
37.194688,126.659964
37.194461,126.659637
37.190869,126.655196
37.190918,126.655814
37.191291,126.660256
37.192604,126.663714
37.191646,126.660196
37.191502,126.660226
37.192407,126.663661
37.192508,126.664109
37.192694,126.664209
37.191676,126.660687
37.191475,126.660649
37.192806,126.663771
37.192926,126.663867
37.193077,126.663676
37.193276,126.663747
