학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000004022,능원초등학교,초등학교,1944-03-31,공립,본교,운영,경기도 용인시 처인구 모현읍 능원리 57,경기도 용인시 처인구 모현읍 충렬로8번길 29,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3431943382,127.1738459643,2025-09-22
B000024667,정현고등학교,고등학교,2019-05-24,공립,본교,운영,경기도 화성시 산척동 705,경기도 화성시 동탄산척로 93-10,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1729286837,127.1110250588,2025-09-22
B000026249,송린초등학교,초등학교,2018-05-01,공립,본교,운영,경기도 화성시 새솔동 24,경기도 화성시 수노을1로 253,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2782203499,126.8241617486,2025-09-22
B000009707,영중중학교,중학교,1970-03-01,공립,본교,운영,경기도 포천시 영중면 양문리 611-3,경기도 포천시 영중면 양문로1길 23,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,38.0000407200,127.2458124050,2025-09-22
B000027214,남양주다산중학교,중학교,2018-09-01,공립,본교,운영,경기도 남양주시 다산동 6032,경기도 남양주시 다산중앙로172번길 50,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6278114698,127.1586556417,2025-09-22
B000004371,이황초등학교,초등학교,1941-04-01,공립,본교,운영,경기도 이천시 장호원읍 이황리 159,경기도 이천시 장호원읍 경충대로 456-20,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-07-01,37.1456086926,127.5877192052,2025-09-22
B000004347,신양초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 김포시 양촌읍 양곡리 1257,경기도 김포시 양촌읍 양곡3로 47,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6556991201,126.6338903820,2025-09-22
B000027539,고덕함박초등학교,초등학교,2025-03-01,공립,본교,운영,경기도 평택시 고덕동 2722-4,경기도 평택시 고덕국제5로 80,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0329594275,127.0321006326,2025-09-22
B000024651,다원초등학교,초등학교,2018-09-01,공립,본교,운영,경기도 화성시 영천동 894,경기도 화성시 동탄대로24길 112,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2126915966,127.1115761429,2025-09-22
B000030425,지효초등학교,초등학교,2024-03-01,공립,본교,운영,경기도 고양시 덕양구 지축동 974,경기도 고양시 덕양구 오부자로 115,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6504236130,126.9220569537,2025-09-22
B000024697,동탄목동초등학교,초등학교,2019-03-01,공립,본교,운영,경기도 화성시 목동 482,경기도 화성시 동탄순환대로20길 10,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1895220920,127.1245166201,2025-09-22
B000030558,훈민중학교,중학교,2022-09-01,공립,본교,운영,경기도 의정부시 고산동 925,경기도 의정부시 홈다리길 10,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2025-07-01,37.7360428055,127.1117522495,2025-09-22
B000030562,지제초등학교,초등학교,2022-09-01,공립,본교,운영,경기도 평택시 지제동 0,경기도 평택시 지제5로 77,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0235395248,127.0777798652,2025-09-22
B000027543,민세중학교,중학교,2023-03-01,공립,본교,운영,경기도 평택시 고덕동 2397-1,경기도 평택시 고덕국제1로 184,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0536604725,127.0401049919,2025-09-22
B000012683,성사고등학교,고등학교,2006-03-01,공립,본교,운영,경기도 고양시 덕양구 성사동 624-3,경기도 고양시 덕양구 호국로 869,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6630207474,126.8422417230,2025-09-22
B000009196,성남동중학교,중학교,1981-01-17,공립,본교,운영,경기도 성남시 중원구 금광동 3214,경기도 성남시 중원구 광명로361번길 23,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4487367579,127.1641854569,2025-09-22
B000023196,곡정고등학교,고등학교,2016-06-07,공립,본교,운영,경기도 수원시 권선구 권선동 1338,경기도 수원시 권선구 덕영대로1190번길 130,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2438421514,127.0200888622,2025-09-22
B000024053,수원금호초등학교,초등학교,2014-05-04,공립,본교,운영,경기도 수원시 권선구 호매실동 1364,경기도 수원시 권선구 칠보로 142,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2648002524,126.9536858665,2025-09-22
B000012707,인창고등학교,고등학교,1996-06-07,공립,본교,운영,경기도 구리시 인창동 669-3,경기도 구리시 왕숙천로 339,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6054673007,127.1464653856,2025-09-22
B000022536,고양동산고등학교,고등학교,2013-06-05,공립,본교,운영,경기도 고양시 덕양구 동산동 362,경기도 고양시 덕양구 동세로 20,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6445986469,126.8876430042,2025-09-22
B000003965,동백초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 용인시 기흥구 동백동 658,경기도 용인시 기흥구 동백평촌로 69,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2805524412,127.1564286306,2025-09-22
B000004552,능곡초등학교,초등학교,1929-10-07,공립,본교,운영,경기도 고양시 덕양구 토당동 278-2,경기도 고양시 덕양구 토당로67번길 66,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6245103488,126.8158940483,2025-09-22
B000030313,별하람초등학교,초등학교,2024-09-01,공립,본교,운영,경기도 파주시 와동동 1664-473,경기도 파주시 가람로 117,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.7425253903,126.7585810128,2025-09-22
B000009293,중앙중학교,중학교,1986-12-07,공립,본교,운영,경기도 안산시 단원구 고잔동 673-2,경기도 안산시 단원구 안산천서로 65,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3211027431,126.8391838785,2025-09-22
B000022654,태성초등학교,초등학교,2017-10-23,공립,본교,운영,경기도 광주시 태전동 87-9,경기도 광주시 태성로 37,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.3849591326,127.2288467893,2025-09-22
B000009589,서정중학교,중학교,2009-03-01,공립,본교,운영,경기도 고양시 덕양구 행신동 1070,경기도 고양시 덕양구 서정마을로 22,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6184286970,126.8497847706,2025-09-22
B000024403,하늘빛초등학교,초등학교,2013-05-01,공립,본교,운영,경기도 김포시 운양동 1293-2,경기도 김포시 김포한강11로 374,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6540061039,126.6899123642,2025-09-22
B000009708,영북중학교,중학교,1961-06-05,공립,본교,운영,경기도 포천시 영북면 운천리 385-1,경기도 포천시 영북면 영북로 214,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,38.0936402007,127.2776602793,2025-09-22
B000009669,해솔중학교,중학교,2010-03-01,공립,본교,운영,경기도 파주시 목동동 661,경기도 파주시 해솔로 60,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.7274649878,126.7458741804,2025-09-22
B000027183,갈매고등학교,고등학교,2017-05-01,공립,본교,운영,경기도 구리시 갈매동 653,경기도 구리시 갈매순환로 75,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6273973079,127.1176557866,2025-09-22
B000004576,가곡초등학교,초등학교,1969-12-05,공립,본교,운영,경기도 남양주시 화도읍 가곡리 279-21,경기도 남양주시 화도읍 비룡로379번길 3,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6843701033,127.3052110346,2025-09-22
B000009247,부천부곡중학교,중학교,1991-01-22,공립,본교,운영,경기도 부천시 원미구 중동 1213,경기도 부천시 원미구 부흥로 284,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4946326814,126.7745230717,2025-09-22
B000012680,무원고등학교,고등학교,1997-03-01,공립,본교,운영,경기도 고양시 덕양구 행신동 977,경기도 고양시 덕양구 화신로 65,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6190939818,126.8381303820,2025-09-22
B000027216,남양주다산초등학교,초등학교,2018-03-01,공립,본교,운영,경기도 남양주시 다산동 6049,경기도 남양주시 다산중앙로146번길 55,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6266845436,127.1585701345,2025-09-22
B000024042,옥길버들초등학교,초등학교,2016-09-01,공립,본교,운영,경기도 부천시 소사구 옥길동 740-2,경기도 부천시 소사구 양지로 234-25,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4640395114,126.8260546365,2025-09-22
B000003790,부천초등학교,초등학교,1986-09-05,공립,본교,운영,경기도 부천시 원미구 약대동 30,경기도 부천시 원미구 평천로 670,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.5142422416,126.7651678153,2025-09-22
B000024732,효행초등학교,초등학교,2017-03-01,공립,본교,운영,경기도 화성시 봉담읍 와우리 592,경기도 화성시 봉담읍 와우로 16,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2159929334,126.9682617704,2025-09-22
B000004496,고봉초등학교,초등학교,1994-11-01,공립,본교,운영,경기도 고양시 일산동구 중산동 1554-1,경기도 고양시 일산동구 중산로 280,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6961481587,126.7826024966,2025-09-22
B000025977,망포초등학교,초등학교,2019-05-01,공립,본교,운영,경기도 수원시 영통구 망포동 750,경기도 수원시 영통구 망포로 126,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2406045274,127.0471456434,2025-09-22
B000004782,영북초등학교,초등학교,1924-07-01,공립,본교,운영,경기도 포천시 영북면 운천리 342-2,경기도 포천시 영북면 영북로148번길 46,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,38.0898694950,127.2758813081,2025-09-22
B000009336,상현중학교,중학교,2004-05-06,공립,본교,운영,경기도 용인시 수지구 상현동 1098,경기도 용인시 수지구 광교마을로 61,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2994372450,127.0709958031,2025-09-22
B000003747,산운초등학교,초등학교,2009-03-01,공립,본교,운영,경기도 성남시 분당구 운중동 927,경기도 성남시 분당구 판교원로117번길 11,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3897488423,127.0790672873,2025-09-22
B000024701,방교초등학교,초등학교,2016-12-01,공립,본교,운영,경기도 화성시 송동 689,경기도 화성시 동탄산척로1길 11,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1733930891,127.1015829977,2025-09-22
B000009513,이천송정중학교,중학교,2002-03-01,공립,본교,운영,경기도 이천시 송정동 375-31,경기도 이천시 영창로45번길 139,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-07-01,37.2934805330,127.4332528355,2025-09-22
B000027208,다산한강초등학교,초등학교,2019-03-01,공립,본교,운영,경기도 남양주시 다산동 6236,경기도 남양주시 다산지금로146번길 11,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.5994309506,127.1723795143,2025-09-22
B000003978,솔개초등학교,초등학교,2002-06-10,공립,본교,운영,경기도 용인시 수지구 상현동 841,경기도 용인시 수지구 상현로 79,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3058035692,127.0817699462,2025-09-22
B000009550,여강중학교,중학교,1971-01-29,사립,본교,운영,경기도 여주시 북내면 신접리 200,경기도 여주시 북내면 여강로 337-8,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2025-07-01,37.3294399296,127.6834954453,2025-09-22
B000023848,배곧해솔초등학교,초등학교,2018-03-01,공립,본교,운영,경기도 시흥시 배곧동 263,경기도 시흥시 서울대학로 150-17,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3605390212,126.7181689353,2025-09-22
B000004477,모당초등학교,초등학교,2008-03-01,공립,본교,운영,경기도 고양시 일산동구 중산동 1684,경기도 고양시 일산동구 하늘마을로 144,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6794635308,126.7809260456,2025-09-22
B000024118,은여울초등학교,초등학교,2019-03-01,공립,본교,운영,경기도 김포시 마산동 640-6,경기도 김포시 김포한강8로 173-38,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6383166053,126.6405866570,2025-09-22
B000003812,부천삼정초등학교,초등학교,1983-11-01,공립,본교,운영,경기도 부천시 오정구 삼정동 301,경기도 부천시 오정구 중동로 436,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.5189190218,126.7707913206,2025-09-22
B000026034,어울초등학교,초등학교,2017-09-01,공립,본교,운영,경기도 안성시 대덕면 신령리 821,경기도 안성시 대덕면 신령로 58-33,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-07-01,37.0165776416,127.2238886110,2025-09-22
B000009625,예봉중학교,중학교,2008-03-01,공립,본교,운영,경기도 남양주시 와부읍 덕소리 259,경기도 남양주시 와부읍 수레로 127-37,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.5953992464,127.2203933925,2025-09-22
B000004728,회천초등학교,초등학교,2002-09-01,공립,본교,운영,경기도 양주시 고암동 122-1,경기도 양주시 고암길 73,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.8326438452,127.0696201753,2025-09-22
B000004428,점봉초등학교,초등학교,1939-06-01,공립,본교,운영,경기도 여주시 점봉동 336,경기도 여주시 세종로 488-4,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2025-07-01,37.2567420156,127.6446388744,2025-09-22
B000024739,하길초등학교,초등학교,2016-04-01,공립,본교,운영,경기도 화성시 향남읍 하길리 1-9,경기도 화성시 향남읍 상신하길로 273번길 45,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1155958893,126.9041645106,2025-09-22
B000024015,평택청아초등학교,초등학교,2018-03-01,공립,본교,운영,경기도 평택시 청북읍 옥길리 1136,경기도 평택시 청북읍 안청로4길 26,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0232938690,126.9157011825,2025-09-22
B000011544,한국문화영상고등학교,고등학교,1969-11-17,사립,본교,운영,경기도 동두천시 생연동 산43-2,경기도 동두천시 평화로2452번길 32,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.9060470638,127.0601496359,2025-09-22
B000024656,이산고등학교,고등학교,2018-05-21,공립,본교,운영,경기도 화성시 오산동 999,경기도 화성시 동탄기흥로353번길 61,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1907402411,127.0869685734,2025-09-22
B000004518,한뫼초등학교,초등학교,2005-05-01,공립,본교,운영,경기도 고양시 일산서구 일산동 960-9,경기도 고양시 일산서구 고양대로 629,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6865683434,126.7666805367,2025-09-22
B000003719,성남서초등학교,초등학교,1978-12-05,공립,본교,운영,경기도 성남시 수정구 태평동 5090-1,경기도 성남시 수정구 태평로 19,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4485427305,127.1294213666,2025-09-22
B000003775,심원초등학교,초등학교,1994-03-01,공립,본교,운영,경기도 부천시 원미구 중동 1097,경기도 부천시 원미구 옥산로 66,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4997598851,126.7816573601,2025-09-22
B000004765,송우초등학교,초등학교,1920-12-09,공립,본교,운영,경기도 포천시 소흘읍 송우리 214,경기도 포천시 소흘읍 송우로 42,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.8291163928,127.1442419323,2025-09-22
B000027218,다산새봄초등학교,초등학교,2019-03-01,공립,본교,운영,경기도 남양주시 다산동 6128,경기도 남양주시 다산순환로 417,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6198628381,127.1590772594,2025-09-22
B000003939,지석초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 용인시 기흥구 상하동 435-8,경기도 용인시 기흥구 어정로 62-25,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2700084414,127.1390393243,2025-09-22
B000012632,이천고등학교,고등학교,1958-03-28,공립,본교,운영,경기도 이천시 증포동 402,경기도 이천시 아리역로16번길 1,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-07-01,37.2879712036,127.4476192601,2025-09-22
B000004792,가평초등학교,초등학교,1907-06-25,공립,본교,운영,경기도 가평군 가평읍 읍내리 553,경기도 가평군 가평읍 향교로 23,7530000,경기도교육청,7721000,경기도가평교육지원청,2013-11-29,2025-07-01,37.8312307248,127.5077388301,2025-09-22
B000026426,향산중학교,중학교,2020-09-01,공립,본교,운영,경기도 김포시 고촌읍 향산리 29-4,경기도 김포시 고촌읍 상미1로 26,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6196166874,126.7492765043,2025-09-22
B000009574,일산동중학교,중학교,1994-11-01,공립,본교,운영,경기도 고양시 일산서구 탄현동 1482,경기도 고양시 일산서구 현중로 48,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6953827782,126.7680569591,2025-09-22
B000004370,대서초등학교,초등학교,1946-09-01,공립,본교,운영,경기도 이천시 장호원읍 대서리 14-1,경기도 이천시 장호원읍 서동대로8487번길 23-24,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-07-01,37.1135441560,127.5759987540,2025-09-22
B000004378,도지초등학교,초등학교,1954-04-13,공립,본교,운영,경기도 이천시 백사면 도지리 410,경기도 이천시 백사면 청백리로 207,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-07-01,37.3083981261,127.4823168795,2025-09-22
B000011497,평촌경영고등학교,고등학교,1994-02-28,공립,본교,운영,경기도 안양시 동안구 관양동 1587-2,경기도 안양시 동안구 학의로 186,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.4010689421,126.9591043802,2025-09-22
B000004586,주곡초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 남양주시 진접읍 금곡리 1004,경기도 남양주시 진접읍 해밀예당1로 277,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.7247603078,127.2059162717,2025-09-22
B000012672,백마고등학교,고등학교,2017-05-04,공립,본교,운영,경기도 고양시 일산동구 백석동 1138,경기도 고양시 일산동구 백석로 155,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6519891277,126.7940123948,2025-09-22
B000009588,덕양중학교,중학교,1968-10-15,공립,본교,운영,경기도 고양시 덕양구 화전동 274-3,경기도 고양시 덕양구 중앙로176번길 18-29,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6046669836,126.8717244983,2025-09-22
B000023236,신일비즈니스고등학교,고등학교,1996-03-01,공립,본교,운영,경기도 고양시 일산서구 일산동 1041,경기도 고양시 일산서구 킨텍스로 452,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6829888561,126.7621453620,2025-09-22
B000024671,신동고등학교,고등학교,2025-03-01,공립,본교,운영,경기도 화성시 신동 산163-2,경기도 화성시 동탄신동2길 5,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1754443608,127.1368199245,2025-09-22
B000004032,남곡초등학교,초등학교,1946-09-01,공립,본교,운영,경기도 용인시 처인구 남사읍 완장리 953,경기도 용인시 처인구 남사읍 한숲로 110,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.1578508914,127.1747902958,2025-09-22
B000004359,안흥초등학교,초등학교,2002-03-02,공립,본교,운영,경기도 이천시 안흥동 344-1,경기도 이천시 영창로300번길 16,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-07-01,37.2802316205,127.4560737252,2025-09-22
B000027528,종덕초등학교,초등학교,1955-04-01,공립,본교,운영,경기도 평택시 고덕동 1903,경기도 평택시 고덕국제2로 111,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0531793306,127.0462486022,2025-09-22
B000009692,덕정중학교,중학교,1954-07-07,공립,본교,운영,경기도 양주시 덕정동 151-10,경기도 양주시 화합로 1397,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.8424904152,127.0634369459,2025-09-22
B000003773,심곡초등학교,초등학교,1977-09-01,공립,본교,운영,경기도 부천시 원미구 심곡동 300,경기도 부천시 원미구 장말로 309,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4912198288,126.7765243582,2025-09-22
B000004337,김포초등학교,초등학교,1907-09-01,공립,본교,운영,경기도 김포시 북변동 365,경기도 김포시 북변중로65번길 4-24,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6246694654,126.7087134631,2025-09-22
B000004555,가람초등학교,초등학교,1996-01-13,공립,본교,운영,경기도 고양시 덕양구 행신동 926,경기도 고양시 덕양구 행신로311번길 78,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6237044763,126.8421916943,2025-09-22
B000004727,칠봉초등학교,초등학교,2001-03-01,공립,본교,운영,경기도 양주시 고암동 121,경기도 양주시 회정로 156,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.8380903744,127.0703386115,2025-09-22
B000009556,청운중학교,중학교,1955-04-27,공립,본교,운영,경기도 양평군 청운면 용두리 690-4,경기도 양평군 청운면 청운로 28,7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2025-07-01,37.5533396654,127.7114410955,2025-09-22
B000004446,송삼초등학교,초등학교,1964-02-15,공립,본교,운영,경기도 여주시 가남읍 송림리 209-1,경기도 여주시 가남읍 송삼로 165,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2025-07-01,37.1766204307,127.6329505517,2025-09-22
B000026019,세마초등학교,초등학교,2019-03-01,공립,본교,운영,경기도 오산시 지곶동 578,경기도 오산시 세마문학로 45,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1696687504,127.0275757672,2025-09-22
B000004666,금촌초등학교,초등학교,1923-05-01,공립,본교,운영,경기도 파주시 금촌동 929-1,경기도 파주시 동산3길 38-11,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.7620362277,126.7697279847,2025-09-22
B000011493,경기국제통상고등학교,고등학교,1994-11-01,공립,본교,운영,경기도 부천시 원미구 중동 1171-1,경기도 부천시 원미구 석천로 141,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.5004698151,126.7608566781,2025-09-22
B000003823,창영초등학교,초등학교,1992-06-01,공립,본교,운영,경기도 부천시 소사구 괴안동 238-11,경기도 부천시 소사구 은성로 109-26,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4751747876,126.8048849959,2025-09-22
B000004749,삼상초등학교,초등학교,1935-05-01,공립,본교,운영,경기도 양주시 장흥면 삼상리 288,경기도 양주시 장흥면 일영로 641,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.7003505490,126.9299504708,2025-09-22
B000004742,천보초등학교,초등학교,1947-03-01,공립,본교,운영,경기도 양주시 율정동 543-1,경기도 양주시 옥정동로9가길 31-15,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.8335359892,127.0949911455,2025-09-22
B000004622,인창초등학교,초등학교,1921-05-17,공립,본교,운영,경기도 구리시 인창동 546-9,경기도 구리시 동구릉로 37-13,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6044570945,127.1315042533,2025-09-22
B000030423,매교초등학교,초등학교,2025-03-01,공립,본교,운영,경기도 수원시 팔달구 매교동 299,경기도 수원시 팔달구 정조로 676,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2690380579,127.0183386956,2025-09-22
B000027209,남양주다산고등학교,고등학교,2020-03-01,공립,본교,운영,경기도 남양주시 다산동 6050,경기도 남양주시 다산중앙로146번길 50,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6255489645,127.1586093261,2025-09-22
B000024184,배곧고등학교,고등학교,2016-03-01,공립,본교,운영,경기도 시흥시 배곧동 159,경기도 시흥시 배곧4로 94-10,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3740453251,126.7325193159,2025-09-22
B000009594,화정중학교,중학교,1995-11-01,공립,본교,운영,경기도 고양시 덕양구 화정동 941,경기도 고양시 덕양구 화신로 343,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6349094862,126.8264750686,2025-09-22
B000004504,문화초등학교,초등학교,1994-05-01,공립,본교,운영,경기도 고양시 일산서구 주엽동 37,경기도 고양시 일산서구 강선로 123,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6748727426,126.7672492512,2025-09-22
B000004336,양도초등학교,초등학교,2002-09-01,공립,본교,운영,경기도 김포시 풍무동 416-6,경기도 김포시 풍무로93번길 31,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6028633081,126.7204432067,2025-09-22
B000024654,한백중학교,중학교,2015-05-04,공립,본교,운영,경기도 화성시 영천동 698,경기도 화성시 동탄순환대로26길 26,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2065160154,127.1140419989,2025-09-22
B000009598,성사중학교,중학교,2009-06-05,공립,본교,운영,경기도 고양시 덕양구 성사동 549-4,경기도 고양시 덕양구 호국로 887,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6637819317,126.8429719831,2025-09-22
B000003906,시곡초등학교,초등학교,1994-06-01,공립,본교,운영,경기도 안산시 상록구 사동 1344-2,경기도 안산시 상록구 감골1로 46,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.2890691998,126.8525057048,2025-09-22
B000004208,화성화수초등학교,초등학교,1931-04-01,공립,본교,운영,경기도 화성시 우정읍 화수리 834-13,경기도 화성시 우정읍 화수동길 145,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1093115256,126.7969206844,2025-09-22
