학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000009403,한국글로벌중학교,중학교,1968-03-02,사립,본교,운영,경기도 시흥시 과림동 11-1,경기도 시흥시 금오로 640,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.4585139183,126.8323570174,2025-09-22
B000004087,서해초등학교,초등학교,1996-11-01,공립,본교,운영,경기도 시흥시 정왕동 1867-2,경기도 시흥시 정왕대로53번길 14,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3560959211,126.7251141775,2025-09-22
B000004142,평택안일초등학교,초등학교,2005-03-01,공립,본교,운영,경기도 평택시 안중읍 현화리 845-1,경기도 평택시 안중읍 안중로 13,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9828171856,126.9244156095,2025-09-22
B000003899,안산화정초등학교,초등학교,1943-03-31,공립,본교,운영,경기도 안산시 단원구 선부동 1100,경기도 안산시 단원구 화정천서로 545,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3459562595,126.8174132756,2025-09-22
B000009619,주곡중학교,중학교,2010-04-08,공립,본교,운영,경기도 남양주시 진접읍 금곡리 1003,경기도 남양주시 진접읍 해밀예당1로 283,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.7253391599,127.2067196653,2025-09-22
B000004247,필봉초등학교,초등학교,2011-05-01,공립,본교,운영,경기도 오산시 금암동 486,경기도 오산시 수청로 124,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1788153201,127.0524151586,2025-09-22
B000009709,삼성중학교,중학교,1980-03-07,공립,본교,운영,경기도 포천시 신북면 삼성당리 605,경기도 포천시 신북면 삼성당길 7,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.9484074015,127.1901168240,2025-09-22
B000004543,화중초등학교,초등학교,1995-11-14,공립,본교,운영,경기도 고양시 덕양구 화정동 871,경기도 고양시 덕양구 화중로152번길 43,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6408943492,126.8360214628,2025-09-22
B000009295,와동중학교,중학교,2001-11-05,공립,본교,운영,경기도 안산시 단원구 와동 143,경기도 안산시 단원구 사세충열로 54,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3389201877,126.8306738839,2025-09-22
B000012583,태광고등학교,고등학교,1962-10-20,사립,본교,운영,경기도 평택시 신장동 263-6,경기도 평택시 탄현1로 155,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0738044432,127.0535055861,2025-09-22
B000004702,삼성초등학교,초등학교,1953-04-16,공립,본교,운영,경기도 파주시 탄현면 금승리 491,경기도 파주시 탄현면 방촌로 1009-20,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.8256137271,126.7327978439,2025-09-22
B000003999,죽전초등학교,초등학교,1999-09-01,공립,본교,운영,경기도 용인시 수지구 죽전동 513-1,경기도 용인시 수지구 용구대로2772번길 15,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3337721846,127.1103891617,2025-09-22
B000009442,화성동화중학교,중학교,2007-10-17,공립,본교,운영,경기도 화성시 봉담읍 동화리 631,경기도 화성시 봉담읍 동화역말길 12,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2138657736,126.9623033403,2025-09-22
B000012537,동백고등학교,고등학교,2007-03-01,공립,본교,운영,경기도 용인시 기흥구 동백동 601,경기도 용인시 기흥구 동백7로 61,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2832809846,127.1586160048,2025-09-22
B000009632,연세중학교,중학교,1965-03-05,사립,본교,운영,경기도 남양주시 조안면 송촌리 760,경기도 남양주시 조안면 북한강로 545,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.5685284832,127.3219326530,2025-09-22
B000004108,평택초등학교,초등학교,1968-12-24,공립,본교,운영,경기도 평택시 평택동 110-2,경기도 평택시 원평2로 4,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9894419443,127.0813733197,2025-09-22
B000004694,문산동초등학교,초등학교,1969-03-02,공립,본교,운영,경기도 파주시 문산읍 선유리 788-1,경기도 파주시 문산읍 선유울3길 85,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.8656332337,126.7981409511,2025-09-22
B000003639,수일초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 수원시 장안구 파장동 411,경기도 수원시 장안구 수일로 85,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.3108169469,127.0008062935,2025-09-22
B000009554,국수중학교,중학교,1971-01-09,공립,본교,운영,경기도 양평군 양서면 국수리 330-12,경기도 양평군 양서면 대심상심길 13,7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2025-07-01,37.5100958868,127.4009371211,2025-09-22
B000003946,소현초등학교,초등학교,2003-05-20,공립,본교,운영,경기도 용인시 수지구 상현동 854,경기도 용인시 수지구 만현로133번길 78,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3019018473,127.0924771862,2025-09-22
B000009428,남양중학교,중학교,1953-04-22,공립,본교,운영,경기도 화성시 남양읍 남양리 1663,경기도 화성시 남양읍 시청로45번길 9-12,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2079513177,126.8215771173,2025-09-22
B000003632,정자초등학교,초등학교,1990-09-18,공립,본교,운영,경기도 수원시 장안구 정자동 873,경기도 수원시 장안구 장안로 191,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2995379891,126.9959387714,2025-09-22
B000009387,함현중학교,중학교,1997-10-04,공립,본교,운영,경기도 시흥시 정왕동 1877-4,경기도 시흥시 역전로 435,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3638073616,126.7369374304,2025-09-22
B000004413,마전초등학교,초등학교,1956-08-23,공립,본교,운영,경기도 안성시 삼죽면 마전리 37-1,경기도 안성시 삼죽면 서동대로 5915,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-07-01,37.0307109916,127.3413430449,2025-09-22
B000009187,상원여자중학교,중학교,1981-03-24,공립,본교,운영,경기도 성남시 수정구 단대동 57,경기도 성남시 수정구 논골로35번길 6-1,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4570028626,127.1580879710,2025-09-22
B000012545,죽전고등학교,고등학교,2001-01-05,공립,본교,운영,경기도 용인시 수지구 죽전동 861-1,경기도 용인시 수지구 용구대로2771번길 23,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3327477695,127.1059017139,2025-09-22
B000004581,천마초등학교,초등학교,2001-03-01,공립,본교,운영,경기도 남양주시 화도읍 묵현리 372-5,경기도 남양주시 화도읍 경춘로 1707,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6558351065,127.2803553836,2025-09-22
B000003728,중원초등학교,초등학교,1971-09-01,공립,본교,운영,경기도 성남시 중원구 상대원동 153,경기도 성남시 중원구 사기막골로31번길 46,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4378585831,127.1678626786,2025-09-22
B000003889,안산원곡초등학교,초등학교,1955-06-01,공립,본교,운영,경기도 안산시 단원구 원곡동 821,경기도 안산시 단원구 원곡초교길 9,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3293464844,126.7963089707,2025-09-22
B000003964,동막초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 용인시 기흥구 동백동 576,경기도 용인시 기흥구 동백8로 39,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2860300329,127.1554335352,2025-09-22
B000003616,능실초등학교,초등학교,2011-05-01,공립,본교,운영,경기도 수원시 권선구 호매실동 1391,경기도 수원시 권선구 호매실로165번길 28,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2597546704,126.9561243792,2025-09-22
B000009552,양평중학교,중학교,1947-06-24,공립,본교,운영,경기도 양평군 양평읍 공흥리 714-7,경기도 양평군 양평읍 양평중학교길 29,7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2025-07-01,37.4985999067,127.4971264586,2025-09-22
B000024717,서경초등학교,초등학교,2020-03-01,공립,본교,운영,경기도 화성시 기산동 477,경기도 화성시 동탄지성로 265,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2171459411,127.0507911936,2025-09-22
B000004595,양오초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 남양주시 오남읍 양지리 616-5,경기도 남양주시 오남읍 양지로 261-35,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6976045583,127.1923207348,2025-09-22
B000004686,운광초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 파주시 동패동 1769,경기도 파주시 한울로 90,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.7095710389,126.7412112326,2025-09-22
B000004133,부용초등학교,초등학교,1927-05-19,공립,본교,운영,경기도 평택시 팽성읍 객사리 160-1,경기도 평택시 팽성읍 동서촌로 65,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9662483727,127.0590886707,2025-09-22
B000003759,양영초등학교,초등학교,1994-09-30,공립,본교,운영,경기도 성남시 분당구 서현동 319,경기도 성남시 분당구 불정로406번길 17,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3747785627,127.1395882738,2025-09-22
B000004123,반지초등학교,초등학교,2007-03-01,공립,본교,운영,경기도 평택시 이충동 683,경기도 평택시 이충로 7,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0579445233,127.0695361405,2025-09-22
B000009426,진위중학교,중학교,1953-06-15,사립,본교,운영,경기도 평택시 진위면 가곡리 505,경기도 평택시 진위면 진위서로 47,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.1099112380,127.0694447819,2025-09-22
B000009437,병점중학교,중학교,2005-05-06,공립,본교,운영,경기도 화성시 병점동 825,경기도 화성시 병점3로 71,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2103532413,127.0400573410,2025-09-22
B000004103,장곡초등학교,초등학교,1952-04-22,공립,본교,운영,경기도 시흥시 장곡동 797,경기도 시흥시 장곡로70번길 12,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3812683861,126.7818064938,2025-09-22
B000004563,평동초등학교,초등학교,2005-03-01,공립,본교,운영,경기도 남양주시 호평동 659,경기도 남양주시 호평로68번길 16,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6546251722,127.2477427394,2025-09-22
B000004167,솔빛초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 화성시 반송동 133,경기도 화성시 동탄반석로 84,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1967330976,127.0738199840,2025-09-22
B000012702,덕소고등학교,고등학교,1983-04-28,사립,본교,운영,경기도 남양주시 와부읍 도곡리 986,경기도 남양주시 와부읍 덕소로 194,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.5793640041,127.2165234370,2025-09-22
B000012675,가좌고등학교,고등학교,2008-03-01,공립,본교,운영,경기도 고양시 일산서구 가좌동 1097,경기도 고양시 일산서구 가좌1로 43,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6880003673,126.7201539918,2025-09-22
B000003649,고색초등학교,초등학교,1950-06-01,공립,본교,운영,경기도 수원시 권선구 고색동 887-59,경기도 수원시 권선구 매송고색로 681,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2515529527,126.9783747076,2025-09-22
B000003757,탄천초등학교,초등학교,1995-05-01,공립,본교,운영,경기도 성남시 분당구 정자동 195,경기도 성남시 분당구 내정로 20,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3615970828,127.1156432247,2025-09-22
B000004004,용인신봉초등학교,초등학교,2010-05-01,공립,본교,운영,경기도 용인시 수지구 신봉동 952,경기도 용인시 수지구 신봉2로 115,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3298665996,127.0681024721,2025-09-22
B000004204,한울초등학교,초등학교,2008-09-01,공립,본교,운영,경기도 화성시 향남읍 행정리 442,경기도 화성시 향남읍 행정중앙1로 25,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1269764508,126.9178207895,2025-09-22
B000009291,선일중학교,중학교,2003-03-01,공립,본교,운영,경기도 안산시 단원구 선부동 799-5,경기도 안산시 단원구 선부광장서로 59,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3355020746,126.8037922978,2025-09-22
B000009374,금정중학교,중학교,1993-10-02,공립,본교,운영,경기도 군포시 금정동 870-5,경기도 군포시 오금로 114,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2025-07-01,37.3566369405,126.9390529920,2025-09-22
B000024064,평택영신초등학교,초등학교,2024-09-01,공립,본교,운영,경기도 평택시 세교동 373-2,경기도 평택시 지제동삭2로 123,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0173902448,127.0850196632,2025-09-22
B000004186,구봉초등학교,초등학교,2004-09-01,공립,본교,운영,경기도 화성시 병점동 862,경기도 화성시 병점1로 105,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2056483233,127.0448302713,2025-09-22
B000004216,고정초등학교,초등학교,1960-04-30,공립,본교,운영,경기도 화성시 송산면 고정리 1103,경기도 화성시 송산면 공룡로 326,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2377833195,126.7379165154,2025-09-22
B000009353,문정중학교,중학교,1953-11-05,사립,본교,운영,경기도 용인시 수지구 풍덕천동 105,경기도 용인시 수지구 포은대로 455,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3227284304,127.0990691014,2025-09-22
B000009684,신흥중학교,중학교,1961-02-28,사립,본교,운영,경기도 동두천시 안흥동 36,경기도 동두천시 신천로 159,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.9310743600,127.0478135034,2025-09-22
B000004602,남양주도곡초등학교,초등학교,1999-03-02,공립,본교,운영,경기도 남양주시 와부읍 도곡리 산46-7,경기도 남양주시 와부읍 덕소로 179,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.5797933500,127.2189114927,2025-09-22
B000004605,화접초등학교,초등학교,1950-11-08,공립,본교,운영,경기도 남양주시 별내동 1075,경기도 남양주시 별내중앙로 148,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6532347271,127.1164236956,2025-09-22
B000009611,장내중학교,중학교,2005-06-07,공립,본교,운영,경기도 남양주시 평내동 569,경기도 남양주시 평내로 37,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6421006806,127.2332423262,2025-09-22
B000012700,심석고등학교,고등학교,1973-03-23,사립,본교,운영,경기도 남양주시 화도읍 마석우리 215-9,경기도 남양주시 화도읍 마석로 62,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6560257329,127.3068836368,2025-09-22
B000011850,경기과학고등학교,고등학교,1983-01-10,공립,본교,운영,경기도 수원시 장안구 송죽동 68-23,경기도 수원시 장안구 수일로 135,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.3094520452,127.0063448503,2025-09-22
B000004084,서촌초등학교,초등학교,1997-09-01,공립,본교,운영,경기도 시흥시 정왕동 1848-1,경기도 시흥시 정왕대로118번길 27,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3494415371,126.7275197276,2025-09-22
B000009479,경안중학교,중학교,1994-03-01,공립,본교,운영,경기도 광주시 장지동 61-20,경기도 광주시 장지1길 6,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.3952128303,127.2473832545,2025-09-22
B000023084,청아초등학교,초등학교,2016-10-04,공립,본교,운영,경기도 하남시 풍산동 561,경기도 하남시 미사강변중앙로132번길 45,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.5587753084,127.1941379538,2025-09-22
B000012448,영신여자고등학교,고등학교,1975-05-14,사립,본교,운영,경기도 수원시 권선구 오목천동 537-1,경기도 수원시 권선구 삼천병마로1566번길 30,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2427301642,126.9666533641,2025-09-22
B000003657,오현초등학교,초등학교,2006-09-01,공립,본교,운영,경기도 수원시 권선구 오목천동 278,경기도 수원시 권선구 서수원로 220,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2465512086,126.9684643188,2025-09-22
B000009558,강하중학교,중학교,1979-03-01,공립,본교,운영,경기도 양평군 강하면 왕창리 44-1,경기도 양평군 강하면 왕창부로길 74-3,7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2025-07-01,37.4825354788,127.4050680467,2025-09-22
B000003693,동수원초등학교,초등학교,1986-03-01,공립,본교,운영,경기도 수원시 영통구 매탄동 898,경기도 수원시 영통구 인계로189번길 83,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2698061094,127.0391884002,2025-09-22
B000004030,남촌초등학교,초등학교,1968-03-02,공립,본교,운영,경기도 용인시 처인구 남사읍 진목리 141-5,경기도 용인시 처인구 남사읍 천덕산로 330,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.1016375957,127.1372288345,2025-09-22
B000004585,진접초등학교,초등학교,2009-10-02,공립,본교,운영,경기도 남양주시 진접읍 금곡리 1109,경기도 남양주시 진접읍 해밀예당2로 102,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.7171734823,127.1997057483,2025-09-22
B000012434,화홍고등학교,고등학교,1999-03-01,공립,본교,운영,경기도 수원시 권선구 권선동 1302,경기도 수원시 권선구 세권로 331,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2516741460,127.0402460491,2025-09-22
B000004198,도이초등학교,초등학교,2008-10-01,공립,본교,운영,경기도 화성시 향남읍 행정리 476,경기도 화성시 향남읍 행정동로 87,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1326867890,126.9261195289,2025-09-22
B000004118,평택중앙초등학교,초등학교,1945-10-30,공립,본교,운영,경기도 평택시 세교동 186-1,경기도 평택시 세교로 11,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0022939777,127.0781334024,2025-09-22
B000009307,경수중학교,중학교,1999-01-15,공립,본교,운영,경기도 안산시 상록구 성포동 594,경기도 안산시 상록구 삼일로 678,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3269387343,126.8513230468,2025-09-22
B000003941,성지초등학교,초등학교,2005-05-01,공립,본교,운영,경기도 용인시 기흥구 구갈동 575,경기도 용인시 기흥구 강남서로 38,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2749790214,127.1286383019,2025-09-22
B000004163,남양초등학교,초등학교,1898-10-01,공립,본교,운영,경기도 화성시 남양읍 남양리 650-1,경기도 화성시 남양읍 남양시장로55번길 7,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2103863895,126.8155371962,2025-09-22
B000012529,안산고등학교,고등학교,1986-03-06,사립,본교,운영,경기도 안산시 상록구 장상동 10-3,경기도 안산시 상록구 청룡4길 8,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3599988243,126.8743119324,2025-09-22
B000004290,광주도평초등학교,초등학교,2004-04-15,공립,본교,운영,경기도 광주시 초월읍 도평리 219-10,경기도 광주시 초월읍 현산로 89-16,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.3964217862,127.2893621033,2025-09-22
B000004463,다문초등학교,초등학교,1938-04-01,공립,본교,운영,경기도 양평군 용문면 다문리 626,경기도 양평군 용문면 다문중앙2길 27,7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2025-07-01,37.4858732093,127.5915541434,2025-09-22
B000004248,양산초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 오산시 양산동 667-3,경기도 오산시 양산로 448,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1972067970,127.0321367981,2025-09-22
B000009467,철산중학교,중학교,1983-01-02,공립,본교,운영,경기도 광명시 철산동 558,경기도 광명시 철망산로 71,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-07-01,37.4703777065,126.8755756488,2025-09-22
B000012439,망포고등학교,고등학교,2008-03-01,공립,본교,운영,경기도 수원시 영통구 망포동 672-6,경기도 수원시 영통구 동탄지성로 468,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2337785465,127.0465213384,2025-09-22
B000003664,칠보초등학교,초등학교,1947-06-10,공립,본교,운영,경기도 수원시 권선구 금곡동 245-2,경기도 수원시 권선구 금호로37번길 15,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2698558259,126.9553750014,2025-09-22
B000003714,성남수정초등학교,초등학교,1969-11-03,공립,본교,운영,경기도 성남시 수정구 수진동 4347,경기도 성남시 수정구 제일로123번길 9,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4362134591,127.1327828808,2025-09-22
B000009480,탄벌중학교,중학교,2005-03-01,공립,본교,운영,경기도 광주시 탄벌동 72-3,경기도 광주시 포돌이로 77,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.4130887675,127.2439331225,2025-09-22
B000003694,황곡초등학교,초등학교,1997-12-01,공립,본교,운영,경기도 수원시 영통구 영통동 948-3,경기도 수원시 영통구 영통로 518,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2655532555,127.0783497742,2025-09-22
B000012581,효명고등학교,고등학교,1957-05-21,사립,본교,운영,경기도 평택시 장당동 470,경기도 평택시 송탄로 51,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0501389261,127.0550837789,2025-09-22
B000003705,소화초등학교,초등학교,1934-10-02,사립,본교,운영,경기도 수원시 영통구 원천동 산 49-1,경기도 수원시 영통구 광교중앙로 30,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2781779947,127.0527524595,2025-09-22
B000003624,정천초등학교,초등학교,1991-10-20,공립,본교,운영,경기도 수원시 장안구 천천동 335,경기도 수원시 장안구 화산로 83,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2912424411,126.9827602953,2025-09-22
B000009423,안중중학교,중학교,1953-05-06,사립,본교,운영,경기도 평택시 안중읍 현화리 315,경기도 평택시 안중읍 안중믿음길 32,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9856264456,126.9237539531,2025-09-22
B000012590,나루고등학교,고등학교,2009-05-04,공립,본교,운영,경기도 화성시 반송동 179,경기도 화성시 금반2길 13,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1865674202,127.0719280134,2025-09-22
B000012606,오산고등학교,고등학교,1954-03-17,사립,본교,운영,경기도 오산시 청학동 26,경기도 오산시 청학로 43,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1543079675,127.0626050821,2025-09-22
B000009359,백암중학교,중학교,1947-09-05,공립,본교,운영,경기도 용인시 처인구 백암면 근창리 166,경기도 용인시 처인구 백암면 백원로 519-9,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.1649578099,127.3685792276,2025-09-22
B000009266,안양서중학교,중학교,1989-01-26,공립,본교,운영,경기도 안양시 만안구 안양동 1055-3,경기도 안양시 만안구 창박로 26,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.3859331073,126.9043362940,2025-09-22
B000003844,삼성초등학교,초등학교,1946-09-01,공립,본교,운영,경기도 안양시 만안구 석수동 167-4,경기도 안양시 만안구 경수대로 1240,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.4195834152,126.9119807129,2025-09-22
B000004189,병점초등학교,초등학교,1949-09-01,공립,본교,운영,경기도 화성시 진안동 517-2,경기도 화성시 경기대로 1052,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2099560551,127.0352925668,2025-09-22
B000003689,잠원초등학교,초등학교,2002-04-06,공립,본교,운영,경기도 수원시 영통구 망포동 687,경기도 수원시 영통구 태장로54번길 11,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2387143034,127.0526024028,2025-09-22
B000023750,용이중학교,중학교,2019-03-01,공립,본교,운영,경기도 평택시 용이동 438,경기도 평택시 현신로 64,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9977497254,127.1349357745,2025-09-22
B000004135,평택송화초등학교,초등학교,2005-05-06,공립,본교,운영,경기도 평택시 팽성읍 송화리 783-6,경기도 평택시 팽성읍 송화택지로25번길 14,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9629502818,127.0569845701,2025-09-22
B000009646,충의중학교,중학교,2002-06-07,공립,본교,운영,경기도 의정부시 민락동 735-7,경기도 의정부시 용현로 125,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2025-07-01,37.7419370952,127.0903378007,2025-09-22
B000003703,효동초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 수원시 영통구 매탄동 1248,경기도 수원시 영통구 매탄로126번길 27,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2624940774,127.0457402255,2025-09-22
B000004231,팔탄초등학교대방분교장,초등학교,1966-09-02,공립,분교,운영,경기도 화성시 팔탄면 노하리 173-1,경기도 화성시 팔탄면 노하길 398,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1618223349,126.8697434134,2025-09-22
B000009415,라온중학교,중학교,1971-03-01,사립,본교,운영,경기도 평택시 서정동 2-73,경기도 평택시 경기대로1376번길 38-6,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0692216742,127.0671438527,2025-09-22
B000009134,이목중학교,중학교,1985-12-28,공립,본교,운영,경기도 수원시 장안구 이목동 241,경기도 수원시 장안구 장안로 426,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.3183183969,126.9823716611,2025-09-22
